"ID","Group","Group Type","Discovery","Exit Date","Country","Source","TTPS","TTPS.1","TTPS.2","TTPS.3","TTPS.4","TTPS.5","TTPS.6","TTPS.7","TTPS.8","TTPS.9","TTPS.10","TTPS.11","TTPS.12","TTPS.13","TTPS.14","TTPS.15","TTPS.16","TTPS.17","TTPS.18","TTPS.19","TTPS.20","TTPS.21","TTPS.22","TTPS.23","TTPS.24","TTPS.25","TTPS.26","TTPS.27","TTPS.28","TTPS.29","TTPS.30","TTPS.31","TTPS.32","TTPS.33","TTPS.34","TTPS.35","TTPS.36","TTPS.37","TTPS.38","TTPS.39","TTPS.40","TTPS.41","TTPS.42","TTPS.43","TTPS.44","TTPS.45","TTPS.46","TTPS.47","TTPS.48","TTPS.49","TTPS.50","TTPS.51","TTPS.52","TTPS.53","TTPS.54","TTPS.55","TTPS.56","TTPS.57","TTPS.58","TTPS.59","TTPS.60","TTPS.61","TTPS.62","TTPS.63","TTPS.64","TTPS.65","TTPS.66","TTPS.67","TTPS.68","TTPS.69","TTPS.70","TTPS.71","TTPS.72","TTPS.73","TTPS.74","TTPS.75","TTPS.76","TTPS.77","TTPS.78","TTPS.79","TTPS.80","TTPS.81","TTPS.82","TTPS.83","TTPS.84","TTPS.85","TTPS.86","TTPS.87","TTPS.88"
NA,"Sandworm Team","2020",2024,NA,NA,NA,"T0807","T0884","T0819","T1583","T1102.002","T1584.005","T1591.002","T1027.010","T1195.002","T1555.003","T1485","T1486","T1213","T1005","T1140","T1561.002","T1087.002","T1078.002","T1590.001","T1583.001","T1087.003","T1585.002","T1589.002","T1589.003","T1499","T1041","T1190","T1203","T1491.002","T1133","T1070.004","T1083","T1105","T1490","T1056.001","T1003.001","T1570","T1204.002","T1204.001","T1587.001","T1036","T1036.005","T1003.003","T1106","T1040","T1571","T1027","T1059.001","T1090","T1219","T1018","T1218.011","T1021.002","T1053.005","T1593","T1594","T1583.004","T1584.004","T1489","T1586.001","T1585.001","T1592.002","T1072","T1566.001","T1566.002","T1598.003","T1132.001","T1539","T1195","T1082","T1049","T1033","T1588.002","T1199","T1608.001","T1078","T1059.005","T1588.006","T1595.002","T1071.001","T1409",NA,NA,NA,NA,NA,NA,NA,NA
NA,"Scarlet Mimic","2019",2020,NA,NA,NA,"T1036.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Scattered Spider","2023",2024,NA,NA,NA,"T1098.003","T1217","T1580","T1538","T1021.007","T1213.003","T1553.002","T1556.009","T1136","T1578.002","T1552.001","T1486","T1074","T1530","T1006","T1087.002","T1114","T1564.008","T1567.002","T1068","T1133","T1083","T1657","T1656","T1213.005","T1556.006","T1621","T1003.003","T1598","T1552.004","T1219","T1018","T1598.004","T1539","T1484.002","T1204","T1660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SideCopy","2022",2022,NA,NA,NA,"T1574.002","T1584.001","T1105","T1204.002","T1036.005","T1218.005","T1106","T1518.001","T1518","T1566.001","T1598.002","T1082","T1614","T1016","T1608.001","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Sidewinder","2021",2024,NA,NA,NA,"T1119","T1020","T1027.010","T1574.002","T1559.002","T1027.013","T1203","T1083","T1105","T1059.007","T1074.001","T1204.002","T1204.001","T1036.005","T1218.005","T1059.001","T1057","T1547.001","T1518.001","T1518","T1566.001","T1598.002","T1566.002","T1598.003","T1082","T1016","T1033","T1124","T1059.005","T1071.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Silence","2019",2024,NA,NA,NA,"T1553.002","T1027.010","T1218.001","T1090.002","T1070.004","T1105","T1059.007","T1003.001","T1204.002","T1036.005","T1112","T1106","T1571","T1059.001","T1055","T1547.001","T1021.001","T1018","T1053.005","T1113","T1569.002","T1072","T1566.001","T1588.002","T1078","T1125","T1059.005","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Silent Librarian","2021",2021,NA,NA,NA,"T1588.004","T1583.001","T1585.002","T1589.002","T1114","T1114.003","T1589.003","T1608.005","T1110.003","T1594","T1598.003","T1588.002","T1078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SilverTerrier","2019",2023,NA,NA,NA,"T1071.002","T1657","T1071.003","T1071.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Sowbug","2018",2020,NA,NA,NA,"T1560.001","T1039","T1083","T1056.001","T1036.005","T1135","T1003","T1082","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Star Blizzard","2024",2024,NA,NA,NA,"T1583","T1583.001","T1586.002","T1585.002","T1114.003","T1589","T1059.007","T1204.002","T1114.002","T1593","T1585.001","T1566.001","T1598.002","T1598.003","T1539","T1588.002","T1608.001","T1078","T1550.004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Stealth Falcon","2017",2020,NA,NA,NA,"T1059","T1555","T1005","T1041","T1059.001","T1057","T1012","T1053.005","T1573.001","T1082","T1016","T1033","T1071.001","T1047","T1555.003","T1555.004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Strider","2017",2020,NA,NA,NA,"T1090.001","T1556.002","T1564.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Suckfly","2017",2020,NA,NA,NA,"T1553.002","T1046","T1003","T1078","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TA2541","2023",2024,NA,NA,NA,"T1573.002","T1562.001","T1583.001","T1568","T1027.013","T1105","T1016.001","T1204.002","T1204.001","T1588.001","T1036.005","T1218.005","T1059.001","T1055.012","T1055","T1547.001","T1053.005","T1518.001","T1027.002","T1566.001","T1566.002","T1082","T1588.002","T1608.001","T1059.005","T1583.006","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TA459","2018",2020,NA,NA,NA,"T1203","T1204.002","T1059.001","T1566.001","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TA505","2019",2024,NA,NA,NA,"T1553.002","T1027.010","T1552.001","T1555.003","T1486","T1140","T1562.001","T1078.002","T1583.001","T1559.002","T1055.001","T1087.003","T1027.013","T1568.001","T1105","T1059.007","T1204.002","T1204.001","T1588.001","T1553.005","T1112","T1218.007","T1106","T1069","T1059.001","T1218.011","T1027.002","T1566.001","T1566.002","T1588.002","T1608.001","T1059.005","T1071.001","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TA551","2021",2023,NA,NA,NA,"T1027.010","T1568.002","T1589.002","T1105","T1204.002","T1036","T1218.005","T1218.010","T1218.011","T1566.001","T1132.001","T1027.003","T1071.001","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TA577","2024",2024,NA,NA,NA,"T1586.002","T1027.009","T1059.007","T1204.001","T1566.002","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TA578","2024",2024,NA,NA,NA,"T1059.007","T1204.001","T1594","T1583.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TeamTNT","2021",2024,NA,NA,NA,"T1071","T1070.003","T1070.002","T1059.009","T1552.005","T1496.001","T1609","T1613","T1552.001","T1140","T1610","T1562.004","T1562.001","T1583.001","T1027.013","T1611","T1048","T1133","T1070.004","T1083","T1105","T1222.002","T1136.001","T1074.001","T1204.003","T1587.001","T1036","T1036.005","T1046","T1120","T1059.001","T1552.004","T1057","T1547.001","T1219","T1014","T1021.004","T1098.004","T1595.001","T1518.001","T1027.002","T1082","T1016","T1049","T1007","T1569","T1543.002","T1059.004","T1608.001","T1595.002","T1071.001","T1102","T1059.003","T1543.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TEMP.Veles","2018",2022,NA,NA,NA,"T0817","T0862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"The White Company","2019",2020,NA,NA,NA,"T1203","T1070.004","T1204.002","T1518.001","T1027.002","T1566.001","T1124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Threat Group-1314","2017",2020,NA,NA,NA,"T1078.002","T1021.002","T1072","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Threat Group-3390","2017",2024,NA,NA,NA,"T1560.002","T1053.002","T1574.002","T1030","T1005","T1133","T1105","T1056.001","T1003.004","T1074.001","T1046","T1078","T1548.002","T1574.001","T1140","T1189","T1027.013","T1112","T1055.012","T1012","T1547.001","T1018","T1071.001","T1047","T1543.003","T1119","T1562.002","T1068","T1070.004","T1087.001","T1070.005","T1059.001","T1016","T1049","T1059.003","T1021.006","T1588.003","T1195.002","T1583.001","T1608.004","T1567.002","T1190","T1203","T1210","T1003.001","T1204.002","T1555.005","T1074.002","T1003.002","T1027.002","T1566.001","T1033","T1588.002","T1199","T1608.001","T1608.002","T1505.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Thrip","2018",2021,NA,NA,NA,"T1048.003","T1059.001","T1219","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ToddyCat","2024",2024,NA,NA,NA,"T1560.001","T1005","T1562.004","T1087.002","T1078.002","T1069.002","T1567.002","T1190","T1083","T1564.003","T1036.005","T1106","T1095","T1059.001","T1057","T1074.002","T1018","T1021.002","T1053.005","T1518.001","T1566.003","T1082","T1049","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Tonto Team","2021",2022,NA,NA,NA,"T1574.001","T1203","T1068","T1210","T1090.002","T1105","T1056.001","T1069.001","T1204.002","T1135","T1003","T1059.001","T1059.006","T1566.001","T1505.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Transparent Tribe","2021",2024,NA,NA,NA,"T1583.001","T1584.001","T1189","T1608.004","T1568","T1027.013","T1203","T1564.001","T1204.002","T1204.001","T1036.005","T1566.001","T1566.002","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Tropic Trooper","2019",2024,NA,NA,NA,"T1573.002","T1119","T1020","T1574.002","T1071.004","T1140","T1055.001","T1573","T1027.013","T1052.001","T1203","T1070.004","T1083","T1564.001","T1105","T1078.003","T1204.002","T1036.005","T1106","T1046","T1135","T1057","T1547.001","T1091","T1518.001","T1518","T1566.001","T1132.001","T1027.003","T1082","T1016","T1049","T1033","T1221","T1071.001","T1505.003","T1059.003","T1543.003","T1547.004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Turla","2017",2024,NA,NA,NA,"T1110","T1083","T1057","T1012","T1018","T1021.002","T1082","T1016","T1049","T1007","T1124","T1102.002","T1105","T1204.001","T1059.001","T1055","T1547.001","T1566.002","T1071.001","T1547.004","T1027.005","T1560.001","T1553.006","T1027.010","T1134.002","T1213","T1005","T1025","T1140","T1562.001","T1087.002","T1069.002","T1189","T1055.001","T1567.002","T1068","T1564.012","T1027.011","T1615","T1090.001","T1016.001","T1059.007","T1570","T1087.001","T1078.003","T1069.001","T1071.003","T1587.001","T1588.001","T1036.005","T1112","T1106","T1201","T1120","T1546.013","T1090","T1059.006","T1518.001","T1584.004","T1588.002","T1584.003","T1059.005","T1102","T1583.006","T1584.006","T1059.003","T1555.004","T1546.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"UNC788","2024",2024,NA,NA,NA,"T1660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Volatile Cedar","2021",2022,NA,NA,NA,"T1190","T1105","T1595.002","T1505.003","T1595.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Volt Typhoon","2023",2024,NA,NA,NA,"T1010","T1560.001","T1584.005","T1217","T1070.007","T1070.001","T1555","T1555.003","T1074","T1005","T1006","T1087.002","T1078.002","T1069.002","T1589.002","T1190","T1068","T1587.004","T1133","T1070.004","T1083","T1592","T1589","T1590","T1591","T1591.004","T1105","T1090.001","T1016.001","T1056.001","T1003.001","T1570","T1087.001","T1074.001","T1069.001","T1654","T1036.008","T1036.005","T1112","T1090.003","T1003.003","T1584.008","T1590.006","T1046","T1590.004","T1120","T1069","T1059.001","T1552.004","T1057","T1090","T1012","T1021.001","T1018","T1596.005","T1113","T1593","T1594","T1584.004","T1518","T1027.002","T1573.001","T1218","T1497.001","T1082","T1614","T1016","T1049","T1033","T1007","T1124","T1588.002","T1059.004","T1552","T1078","T1584.003","T1588.006","T1505.003","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Whitefly","2020",2024,NA,NA,NA,"T1059","T1574.001","T1027.013","T1068","T1105","T1003.001","T1204.002","T1036.005","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Windigo","2021",2021,NA,NA,NA,"T1059","T1005","T1189","T1083","T1090","T1518","T1082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Windshift","2020",2024,NA,NA,NA,"T1189","T1105","T1036.001","T1204.002","T1204.001","T1036","T1027","T1057","T1547.001","T1518.001","T1518","T1566.001","T1566.002","T1566.003","T1082","T1033","T1059.005","T1071.001","T1047","T1429","T1632.001","T1628.003","T1636.003","T1533","T1407","T1420","T1627.001","T1417.001","T1430","T1406","T1636.004","T1521.001","T1633.001","T1426","T1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Winnti Group","2017",2022,NA,NA,NA,"T1553.002","T1057","T1014","T1583.001","T1083","T1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Winter Vivern","2024",2024,NA,NA,NA,"T1119","T1020","T1059","T1140","T1583.001","T1189","T1041","T1190","T1083","T1105","T1059.007","T1114.001","T1204.001","T1036.004","T1036","T1059.001","T1053.005","T1113","T1566.001","T1082","T1033","T1583.003","T1595.002","T1056.003","T1071.001","T1584.006","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"WIRTE","2019",2022,NA,NA,NA,"T1140","T1105","T1204.002","T1036.005","T1571","T1059.001","T1218.010","T1566.001","T1588.002","T1059.005","T1071.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
